Issue Type,Issue Key,Summary,Description,Acceptance Criteria,Epic Key,Epic Name,Priority,Story Points,Sprint,Release,Component,Labels,Depends On,Blocks
Story,LS-123,Typed answer blocks with trust labels,"As a user, I want to see at a glance what is fact, what is calculated and what is speculation, so that I never mistake a guess for a finding.","- Blocks typed SUMMARY, FACT, CALCULATED, PATTERN and HYPOTHESIS as a wire-format property.
- CALCULATED blocks carry the source tool and coverage; HYPOTHESIS blocks carry POSSIBLE or LIKELY plus the fixed disclaimer.
- The frontend renders badges directly from the label — trust is never a UI decision.
- Schema is versioned and covered by contract tests.",EPIC-12,Reliability Copilot,P0,5,S8,R2,AI,assistant trust,LS-122,LS-124 LS-126 LS-130 LS-131 LS-143 LS-246
Story,LS-124,Citation builder linking every claim to source records,"As an engineer, I want to click any claim and land on the original log row, so that I can verify the system rather than trust it.","- Citations link answer blocks to maintenance and raw record identifiers.
- Every FACT block carries at least one resolvable citation within the caller's scope.
- Citations persist with the message so a historical answer remains verifiable.
- Following a citation opens the View Source provenance from LS-041.",EPIC-12,Reliability Copilot,P0,5,S8,R2,AI,assistant trust,LS-123 LS-041,LS-132 LS-183 LS-246
Story,LS-130,Numeric guardrail: every numeral traced to a tool output,"As a plant head, I want certainty that the system never invents a number, so that I can act on what it tells me.","- Every numeral in a FACT or CALCULATED block is matched against values present in the run's tool outputs, including rounded forms.
- An unmatched numeral causes substitution with the tool value, or the block is dropped if unmappable.
- Every violation is logged with the run id and emits a metric.
- The golden answer set achieves 100% numeric accuracy; anything less fails CI.
- A deliberately hallucinating fake model is used in tests to prove the guardrail fires.",EPIC-13,"Trust, Guardrails & Verification",P0,8,S8,R2,AI-Safety,guardrail differentiator,LS-123 LS-121,LS-135 LS-158 LS-160
Story,LS-131,Label enforcement: causal language forced into HYPOTHESIS,"As a reliability engineer, I want speculation clearly marked, so that a guess is never presented to my plant head as a confirmed root cause.","- Causal markers in English, Hindi and Marathi are detected outside HYPOTHESIS blocks.
- Offending content is force-wrapped into a HYPOTHESIS block with the fixed disclaimer.
- HYPOTHESIS blocks are stripped of any new numerals not present in tool outputs.
- Detection patterns are unit-tested across all three languages.",EPIC-13,"Trust, Guardrails & Verification",P0,5,S8,R2,AI-Safety,guardrail,LS-123,LS-135
Story,LS-132,Citation completeness check,"As a user, I want every stated fact to be verifiable, so that an uncitable claim never reaches my screen.","- FACT blocks without at least one resolvable citation are dropped before the response is returned.
- Citations pointing outside the caller's tenant or plant are treated as invalid and raise a security event.
- Dropped blocks are logged with the reason and counted as a metric.
- Citation validity on the golden set meets the configured threshold.",EPIC-13,"Trust, Guardrails & Verification",P0,5,S8,R2,AI-Safety,guardrail,LS-124,
Story,LS-134,Prompt-injection defences,"As a security reviewer, I want a hostile log line to be inert, so that untrusted plant data cannot steer the system.","- Retrieved record text and inbound messages are fenced and labelled as quoted data in every prompt.
- The system prompt states that quoted content is never an instruction.
- Because no tool has direct write access, a successful injection can at worst produce a proposal a human rejects.
- Injection canaries are part of the CI safety suite and of production sampling.
- A record containing an instruction-shaped payload is proven not to alter tool selection.",EPIC-13,"Trust, Guardrails & Verification",P0,5,S8,R2,AI-Safety,guardrail security,LS-112 LS-121,LS-144
Story,LS-143,Assistant golden set of 80 questions with gold facts and numbers,"As an engineer, I want answer correctness measured against known truth, so that the 100% numeric accuracy claim is continuously verified.","- 80 questions across every intent, in English, Hinglish and Devanagari.
- Each carries the expected numbers, the expected citation set and the expected block labels.
- Includes questions whose correct answer is 'not enough data'.
- Evaluated for numeric accuracy, citation validity and label correctness.
- Numeric accuracy below 100% is a build failure, not a warning.",EPIC-14,AI Evaluation & Quality Harness,P0,8,S8,R2,AI-Quality,eval trust,LS-123 LS-140,LS-145
Story,LS-076,Resolver Agent clarifying-question flow for ambiguous clusters,"As a reviewer, I want one well-framed question to unblock dozens of rows, so that validation is a conversation rather than data entry.","- Agent clusters mutually similar unresolved texts and detects genuine ambiguity between close candidates.
- Raises a single proposal per cluster showing the affected row count, the candidates and their scores.
- One decision maps the whole cluster, writes the alias and triggers re-resolution.
- Agent asks at most a configured number of questions per import so it never becomes a quiz.",EPIC-07,Entity Resolution & Alias Learning,P1,5,S9,R2,AI,agent resolution,LS-070 LS-083 LS-190,
Story,LS-116,"Three-tier agent memory: working, semantic and episodic","As a user, I want the agent to remember what matters, so that follow-up questions work and it does not re-raise something I already dismissed.","- Working memory carries resolved entities and intents across turns, never raw transcripts.
- Semantic memory exposes aliases, dictionaries, confirmed patterns and taxonomy to every agent.
- Episodic memory makes past runs, briefings and dismissed patterns retrievable.
- A follow-up such as 'and this year?' resolves against the previously resolved machine.
- A dismissed pattern is not re-raised within its cooling-off window.",EPIC-11,Agent Runtime & Tool Platform,P1,8,S9,R2,AI-Platform,agent memory moat,LS-111 LS-071,LS-125 LS-177
Story,LS-118,Agent trace viewer API,"As an engineer or a customer, I want to walk through an agent's reasoning, so that the Glass Box claim is literally true.","- Endpoint returns the ordered steps with tool arguments, results, timings and costs.
- Sensitive values are redacted according to the logging policy.
- Access is restricted to the run's tenant and to ENGINEER and above.
- The payload is sufficient to render the trace viewer UI in LS-247 without extra calls.",EPIC-11,Agent Runtime & Tool Platform,P1,5,S9,R2,AI-Platform,agent trust,LS-110,LS-247
Story,LS-119,Deterministic replay of a run against recorded tool outputs,"As an engineer debugging a bad answer, I want to re-run it against the exact same data, so that I can fix the prompt without chasing a moving target.","- A stored run can be replayed with its recorded tool outputs substituted for live calls.
- Replay produces a comparable trace and highlights where behaviour diverged.
- Replays are marked as such and never create proposals or mutate state.
- Used as the reproduction mechanism in the AI incident runbook.",EPIC-11,Agent Runtime & Tool Platform,P1,5,S9,R2,AI-Platform,agent testing,LS-110 LS-111,
Story,LS-125,Conversation context carrying resolved entities across turns,"As a user, I want follow-up questions to just work, so that I can have a conversation instead of restating the machine every time.","- Conversation state carries the last N turns' intents and resolved entities, not raw transcripts.
- A follow-up such as 'aur is saal?' resolves against the previously resolved machine and reports what it assumed.
- Context is bounded so a long conversation does not grow unboundedly in tokens.
- A user can start a fresh context explicitly.",EPIC-12,Reliability Copilot,P0,5,S9,R2,AI,assistant memory,LS-116 LS-120,
Story,LS-126,"Multilingual answers in English, Hindi, Marathi and Hinglish","As a shop-floor user, I want answers in my language, so that the product is usable by everyone in the plant, not only by managers.","- Answers render in the user's selected language while numbers stay identical across languages.
- Trust badges are localised; raw log text is never translated.
- A Devanagari or Marathi question is answered correctly in the selected language.
- Covered by the assistant golden set in both Latin and Devanagari scripts.",EPIC-12,Reliability Copilot,P0,5,S9,R2,AI,assistant i18n,LS-123,
Story,LS-127,Graceful degradation when the model provider is unavailable,"As a user during a provider outage, I want the deterministic parts to still answer, so that the product stays useful when the model is not.","- Provider failure returns deterministic blocks — statistics and retrieved records — with no generated prose.
- The response uses the documented 424 semantics and states plainly that AI composition is unavailable.
- The circuit breaker prevents repeated slow failures from degrading overall latency.
- Verified by a staging test that disables the model provider.",EPIC-12,Reliability Copilot,P0,3,S9,R2,AI,assistant reliability,LS-122,
Story,LS-144,"Safety suite: injection, out-of-scope and PII probes","As a security reviewer, I want adversarial cases run continuously, so that a prompt change cannot reopen a closed hole.","- At least 30 cases covering prompt injection via record text, out-of-scope questions, PII extraction attempts and cross-tenant probing.
- Injection payloads are embedded in fixture maintenance records, exactly as a real attack would arrive.
- Expected behaviour declared per case; any deviation fails the build.
- New cases are added whenever a real incident is found in production.",EPIC-14,AI Evaluation & Quality Harness,P0,5,S9,R2,AI-Quality,eval security,LS-134,
Story,LS-145,Evaluation runner with thresholds and an HTML report,"As an engineer, I want one command to tell me whether the AI got better or worse, so that prompt work is engineering rather than vibes.","- A single command runs every suite and prints a per-metric pass or fail against configured thresholds.
- An HTML report shows per-case results with diffs against the stored baseline.
- Suites are runnable individually for fast local iteration.
- Cost and latency of the evaluation run itself are reported.
- Includes the agentic suite: 25 multi-step investigations scored on task success, steps used and cost per run.",EPIC-14,AI Evaluation & Quality Harness,P0,8,S9,R2,AI-Quality,eval tooling,LS-140 LS-141 LS-142 LS-143,LS-146 LS-205
Story,LS-146,CI gate blocking merges on evaluation regression,"As a team, we want quality regressions blocked automatically, so that nobody has to remember to run the evals.","- Any PR touching prompts, tools, agent code or retrieval configuration triggers the evaluation suite.
- A regression beyond the per-metric tolerance fails the build and annotates the PR.
- Numeric accuracy and the safety suite are absolute gates with no tolerance.
- An override requires an explicit label and is recorded in the PR history.
- Evaluation runs against recorded fixtures where possible to keep CI cost bounded.",EPIC-14,AI Evaluation & Quality Harness,P0,5,S9,R2,AI-Quality,eval ci,LS-145 LS-018,
Story,LS-133,Human-only CONFIRMED transition enforced at the database,"As a customer, I want a hard guarantee that no machine confirmed a root cause, so that the trust principle cannot be bypassed by a code bug.","- A database trigger rejects any transition to CONFIRMED where the actor is not a human user.
- Service-layer checks exist as well, but the trigger is the authority.
- An attempted machine confirmation raises a security event and fails the transaction.
- Covered by an integration test that attempts the transition as a system actor.",EPIC-13,"Trust, Guardrails & Verification",P0,3,S10,R3,AI-Safety,guardrail database,LS-156,
Story,LS-135,"Guardrail violation logging, metrics and alerting","As an engineer, I want to know immediately when guardrails start firing more often, so that a bad prompt or model change is caught in hours.","- Every violation records type, run id, agent, model and prompt version.
- Violation rate is a dashboard metric segmented by type and model.
- An alert fires when the rate exceeds the configured threshold over a rolling window.
- A spike is a documented trigger for prompt or model rollback via LS-206.",EPIC-13,"Trust, Guardrails & Verification",P0,3,S10,R3,AI-Safety,guardrail observability,LS-130 LS-131,LS-207
Story,LS-136,Out-of-scope handling and honest refusals,"As a user asking something the product cannot answer, I want a clear no with alternatives, so that I am not misled by a confident non-answer.","- Out-of-scope questions produce a polite refusal that lists what the product can actually do.
- Questions with no supporting data return an explicit 'not enough data' rather than an invented estimate.
- Refusals are localised into all supported languages.
- Refusal correctness is measured by the safety suite at 100%.",EPIC-13,"Trust, Guardrails & Verification",P1,3,S10,R3,AI-Safety,guardrail ux,LS-120,
Story,LS-150,Recurrence detector,"As a reliability engineer, I want repeating failures surfaced with their interval, so that I can act before the next one.","- Detects at least three breakdowns of the same machine and failure mode with interval coefficient of variation within the configured bound.
- Reports event count, mean interval, variability and the next expected window as FACT metrics.
- Any causal explanation is emitted separately as a labelled HYPOTHESIS.
- Thresholds are overridable per plant; detector maths is unit-tested against fixtures.",EPIC-15,Pattern Detection & Watchtower Agent,P0,5,S10,R3,AI,patterns,LS-100,LS-155 LS-164 LS-176
Story,LS-151,Temporary-fix repeat detector,"As a maintenance manager, I want to see where we keep applying a band-aid, so that a permanent fix gets authorised.","- Classifies actions as temporary (clean, tighten, reset, re-tension) versus permanent.
- Detects at least two cycles of a temporary fix followed within the window by the same failure mode.
- Reports the cycle count and the cumulative downtime consumed by the repeated fixes.
- Action classification is dictionary-driven and extensible per plant.",EPIC-15,Pattern Detection & Watchtower Agent,P0,5,S10,R3,AI,patterns,LS-100,LS-155
Story,LS-152,Cross-machine failure cluster detector,"As a reliability engineer, I want to notice when a failure mode spreads across a line, so that a systemic cause is not missed one machine at a time.","- Detects the same failure mode on at least three machines of the same type or line within the window.
- Reports the affected machines, the timeline and the shared attributes.
- Scoped by line and machine type with per-plant thresholds.
- Evidence links to every contributing record.",EPIC-15,Pattern Detection & Watchtower Agent,P0,5,S10,R3,AI,patterns,LS-100,LS-155
Story,LS-153,Part concentration detector,"As a maintenance manager, I want to see when one part is consumed disproportionately in one place, so that I investigate the cause.","- Detects a part exceeding the configured usage count with a share above the threshold on one line or machine group.
- Reports total uses, the distribution and the concentration percentage.
- Links to the underlying part-usage statistics for verification.
- Thresholds overridable per plant.",EPIC-15,Pattern Detection & Watchtower Agent,P0,3,S10,R3,AI,patterns parts,LS-104,LS-155
Story,LS-154,Downtime hotspot detector,"As a plant head, I want to know which line carries most of my downtime, so that improvement effort is aimed correctly.","- Detects a line or machine whose downtime share exceeds the configured proportion of the plant total.
- Reports absolute hours, share and the comparison window.
- Applies the plant's downtime cost to express the hotspot in rupees.
- Excludes windows with insufficient coverage rather than reporting a misleading share.",EPIC-15,Pattern Detection & Watchtower Agent,P0,3,S10,R3,AI,patterns,LS-100,LS-155
Story,LS-155,"Pattern fingerprinting, deduplication and dismissal memory","As an engineer, I want a dismissed pattern to stay dismissed, so that the system does not nag me about something I already decided.","- Each pattern has a stable fingerprint over its type, scope and evidence shape.
- A re-detected pattern updates the existing record rather than creating a duplicate.
- Dismissed patterns are suppressed for a configurable cooling-off period.
- A materially changed pattern — for example new evidence doubling the count — can re-surface with that change stated.",EPIC-15,Pattern Detection & Watchtower Agent,P0,5,S10,R3,AI,patterns ux,LS-150 LS-151 LS-152 LS-153 LS-154,LS-156 LS-157
Story,LS-156,Pattern review lifecycle,"As a reliability engineer, I want to triage detected patterns, so that the system's suggestions become my team's decisions.","- Lifecycle DETECTED to ACKNOWLEDGED to CONFIRMED or DISMISSED, with legal transitions enforced.
- Only a human user can move a pattern to CONFIRMED; enforced by the trigger in LS-133.
- Dismissal requires a reason, which feeds detector tuning.
- Every transition is audited with the actor and timestamp.",EPIC-15,Pattern Detection & Watchtower Agent,P0,5,S10,R3,AI,patterns trust,LS-155,LS-133
Story,LS-157,"Watchtower Agent: scheduled scan, triage and ranking","As a maintenance manager, I want the system to tell me what matters without being asked, so that I do not have to remember to look.","- Runs nightly on a schedule and on triggers such as a completed large import or a new record on a flagged machine.
- Runs all five detectors, deduplicates against dismissal memory, then ranks findings by severity, recency, downtime cost and confidence.
- Ranking function is configurable and unit-tested; the scan runs inside its documented budget.
- A targeted rescan after a new record completes quickly rather than rescanning the whole plant.
- Scan results are persisted as an agent run with a full trace.",EPIC-15,Pattern Detection & Watchtower Agent,P0,8,S10,R3,AI,agent watchtower differentiator,LS-155 LS-111,LS-158
Story,LS-191,Approval inbox API with filters and ageing,"As an engineer, I want one place showing everything waiting on me, so that proposals do not pile up unseen.","- Inbox filterable by type, agent, risk, confidence and age; sortable by impact.
- Ageing indicators highlight proposals pending beyond the configured threshold.
- Each entry shows the evidence and a link to the full agent trace.
- Scoped to the caller's plants and roles.",EPIC-19,Proposal & Approval Inbox,P0,5,S10,R3,Product,governance,LS-190,LS-192 LS-194 LS-247
Story,LS-246,"Assistant UI with labelled blocks, citations and trace access","As a user, I want answers I can interrogate, so that trust comes from verification rather than from presentation.","- Blocks render with trust badges driven by the wire-format label.
- Citations are clickable and open the source drawer.
- A trace toggle reveals which tools ran with what arguments, for engineers and above.
- Degraded and partial-answer states are rendered honestly with an explanation.
- Supports questions and answers in English, Hindi, Marathi and Hinglish.",EPIC-24,Frontend Product Application,P0,8,S10,R3,Frontend,assistant,LS-241 LS-123 LS-124,LS-249
Story,LS-248,"Multilingual UI across English, Hindi and Marathi","As a shop-floor user, I want the whole interface in my language, so that the product is usable by the people who generate the data.","- Every screen, badge, empty state and error message is translated across all three languages.
- Language is switchable from the login screen and from the top bar, and persists per user.
- Numbers, dates and units are formatted per locale while the underlying values stay identical.
- Raw log entries and machine codes are never translated.",EPIC-24,Frontend Product Application,P0,5,S10,R3,Frontend,i18n,LS-240,
Story,LS-158,Daily and weekly plant briefing,"As a maintenance manager, I want a short morning briefing, so that LogSense becomes part of my routine rather than a tab I forget.","- Briefing is capped at five ranked items; each carries FACT evidence and at most one labelled hypothesis.
- Numbers pass the numeric guardrail exactly as assistant answers do.
- Generated in the recipient's language, with every item linking to its evidence.
- Daily and weekly cadences are configurable per plant; an empty day produces an honest 'nothing notable' rather than filler.
- Delivered for 14 consecutive days to a real plant as the release exit criterion.",EPIC-15,Pattern Detection & Watchtower Agent,P0,8,S11,R3,AI,agent watchtower retention,LS-157 LS-130,LS-159 LS-234
Story,LS-159,Alert routing and delivery preferences by role,"As a user, I want to control what reaches me and how, so that alerts stay useful instead of becoming noise I mute.","- Routing rules by role: manager receives the briefing, engineer receives machine-level alerts, plant head receives the weekly roll-up.
- Per-user channel and frequency preferences, including full opt-out.
- Rate limiting prevents alert storms after a large import.
- Delivery outcomes are recorded so a missed alert can be investigated.",EPIC-15,Pattern Detection & Watchtower Agent,P1,5,S11,R3,AI,notifications,LS-158,LS-194
Story,LS-160,Scribe Agent framework: evidence gathering to drafted document,"As an engineer, I want the system to draft documents from real evidence, so that paperwork stops consuming my Friday.","- Shared framework: gather evidence via read tools, draft against a template, verify, then raise a document proposal.
- Every generated document passes the numeric, citation and label guardrails before a human ever sees it.
- Document templates are versioned and configurable per tenant.
- Generation cost and latency are recorded per document.
- Drafts always land as proposals; no document is published without human approval.",EPIC-16,Generative Work Artifacts,P0,8,S11,R3,Product,agent scribe,LS-111 LS-130 LS-190,LS-161 LS-162 LS-163 LS-164 LS-165 LS-185
Story,LS-161,Root-cause analysis draft generator,"As a reliability engineer, I want an RCA drafted with the evidence already assembled, so that a three-hour job becomes a ten-minute review.","- Produces a 5-Why or Fishbone scaffold pre-filled from machine history, similar failures, patterns and part usage.
- Every factual claim carries an inline citation to a dated record.
- Causal branches are labelled as hypotheses requiring engineering validation — never as confirmed causes.
- The engineer can edit every section before approving; edits are retained and audited.
- Validated by an engineer approving and exporting a real RCA as a release exit criterion.",EPIC-16,Generative Work Artifacts,P0,8,S11,R3,Product,agent scribe differentiator,LS-160,LS-166
Story,LS-162,Shift-handover note generator,"As an outgoing shift lead, I want the handover written for me, so that knowledge survives the shift change instead of evaporating.","- Summarises the shift's records, open breakdowns, pending validations and machines under watch.
- Generated in the recipient's language on the plant's configured shift boundaries.
- Reviewable and editable before it is issued.
- Issued notes are retained and searchable as part of plant history.",EPIC-16,Generative Work Artifacts,P1,5,S11,R3,Product,agent scribe,LS-160,
Story,LS-192,Approve and reject with effect application and reversibility,"As an engineer, I want approving a proposal to apply it safely and reversibly, so that a mistaken approval is not permanent.","- Approval applies the effect transactionally and records the deciding user and timestamp.
- Every proposal type ships with an inverse operation; revert restores the prior state and is itself audited.
- Rejection requires a reason and feeds agent quality metrics.
- A partially applied effect can never be left behind — application either commits fully or rolls back.
- No agent-originated write reaches the database without a recorded human decision, verified by an integration test.",EPIC-19,Proposal & Approval Inbox,P0,8,S11,R3,Product,governance,LS-191,LS-193 LS-195
Story,LS-193,Autonomy-level policy gate on every agent write,"As a plant IT head, I want to decide how much autonomy each agent has, so that we expand trust deliberately rather than by default.","- Policy gate evaluates agent, proposal type, risk and confidence against the tenant's autonomy level.
- At L3, whitelisted low-risk high-confidence proposals auto-apply but still create an auditable proposal row with the decision recorded as automatic.
- L4 external writes are unreachable: no proposal type targets an external system.
- Changing autonomy level takes effect immediately and is audited.",EPIC-19,Proposal & Approval Inbox,P0,5,S11,R3,Product,governance agent,LS-192 LS-117,
Story,LS-194,Proposal notifications and reminders,"As an engineer, I want to be told when something needs my decision, so that work does not stall in an inbox I forgot to open.","- Notification on new proposals, routed by type and role.
- Reminders for proposals pending beyond the ageing threshold, rate-limited to avoid nagging.
- Per-user preferences and opt-out honoured.
- High-risk proposals can be configured to notify immediately.",EPIC-19,Proposal & Approval Inbox,P1,3,S11,R3,Product,governance notifications,LS-191 LS-159,
Story,LS-247,Approval inbox and agent trace viewer UI,"As an engineer, I want to review agent proposals with their full reasoning, so that approving something is an informed decision.","- Inbox lists pending proposals with type, agent, confidence, risk and age.
- Each proposal shows its evidence and a link to the full agent trace.
- Trace viewer renders steps chronologically with tools, arguments, results, timings and cost.
- Approve, reject and revert are available inline with reason capture.",EPIC-24,Frontend Product Application,P1,8,S11,R3,Frontend,governance,LS-241 LS-191 LS-118,
Story,LS-163,Monthly reliability review draft,"As a maintenance manager, I want the monthly review drafted from data, so that I stop rebuilding the same slides from memory.","- Covers KPI movement against the prior period, Pareto shifts, top patterns and downtime cost.
- Every number is tool-derived and traceable; period-over-period deltas are computed, not narrated.
- Generated on a schedule with a configurable period start.
- Exportable through LS-166 with citations preserved.",EPIC-16,Generative Work Artifacts,P1,8,S12,R3,Product,agent scribe,LS-160 LS-102,
Story,LS-164,Preventive-maintenance interval change proposal,"As a maintenance manager, I want an evidence-backed PM interval recommendation, so that a schedule change is a decision rather than a guess.","- Proposes an interval change from observed recurrence interval, downtime cost and part cost.
- Shows the current interval, proposed interval, supporting evidence and expected annual saving.
- Explicitly labelled as a recommendation requiring engineering approval.
- Approval records the decision in LogSense only — no write-back to any external CMMS, per the product principle.",EPIC-16,Generative Work Artifacts,P1,8,S12,R3,Product,agent scribe value,LS-160 LS-150,
Story,LS-165,Spare-stocking recommendation,"As a stores manager, I want stocking levels backed by consumption history, so that I avoid both stock-outs and dead inventory.","- Recommends reorder point and quantity from consumption rate, lead time, criticality and concentration.
- States the assumptions and the evidence window explicitly.
- Flags parts whose consumption is accelerating relative to the prior period.
- Delivered as a proposal for human approval; nothing is ordered by the system.",EPIC-16,Generative Work Artifacts,P1,5,S12,R3,Product,agent scribe parts,LS-160 LS-104,
Story,LS-166,Artifact export to PDF and DOCX with citations preserved,"As an engineer, I want to export an RCA for an audit, so that the citations survive outside the product.","- Export to PDF and DOCX preserves structure, trust labels and inline citations.
- Citations render as resolvable references including record identifier and date.
- Plant branding and the document template are configurable per tenant.
- Exports are generated asynchronously with a pollable job and an audit record.",EPIC-16,Generative Work Artifacts,P1,5,S12,R3,Product,export,LS-161,
Story,LS-170,WhatsApp Business API adapter with signature verification,"As a security reviewer, I want inbound messages cryptographically verified, so that nobody can inject records by forging a webhook.","- Official WhatsApp Business API only; unofficial gateways are explicitly rejected in the adapter design.
- Webhook signature verified on every request; a failure returns 401 and raises a security event.
- Provider is behind a port so a second provider can be added without touching conversation logic.
- Outbound sending handles rate limits and template requirements.",EPIC-17,WhatsApp Field Agent,P0,5,S12,R3,Integrations,whatsapp,LS-060,LS-171
Story,LS-171,Inbound webhook with idempotency and message persistence,"As the system, I need duplicate deliveries handled safely, so that a provider retry never creates two records from one message.","- Every inbound message is persisted with its provider message id before processing.
- Duplicate message ids are acknowledged and ignored idempotently.
- The webhook acknowledges quickly and processes asynchronously to avoid provider timeouts.
- Unparseable payloads are stored for investigation rather than dropped.",EPIC-17,WhatsApp Field Agent,P0,5,S12,R3,Integrations,whatsapp,LS-170,LS-172
Story,LS-172,Technician contact registry with consented phone-number binding,"As a compliance owner, I want technician phone numbers handled lawfully, so that DPDP obligations are met from day one.","- Technicians are registered by phone number and bound to a user and plant.
- Consent is captured and recorded with timestamp and purpose before any binding is active.
- Messages from unregistered numbers are rejected with a polite reply and are not stored as records.
- Numbers are treated as personal data: encrypted, access-controlled and erasable under LS-211.",EPIC-17,WhatsApp Field Agent,P0,5,S12,R3,Integrations,whatsapp compliance,LS-171 LS-023,LS-173 LS-211
Story,LS-173,Conversation state machine,"As a technician, I want a short predictable exchange, so that reporting a breakdown takes under a minute on my phone.","- States NEW, EXTRACTING, AWAITING_FIELD, AWAITING_CONFIRMATION, CONFIRMED and ABANDONED with enforced transitions.
- Conversations time out to ABANDONED after a configured idle period without creating a record.
- Confirmation echoes a structured summary before anything is saved.
- Conversation state is durable across restarts.",EPIC-17,WhatsApp Field Agent,P0,8,S12,R3,Integrations,whatsapp,LS-172,LS-174
Story,LS-174,Field Agent slot-filling dialogue,"As a technician writing in Hinglish, I want to be asked only what is missing, so that the system feels helpful rather than bureaucratic.","- Extracts all available fields from the first message and asks only for genuinely missing required fields.
- Asks at most a configured number of follow-up questions before offering to save what it has.
- Replies in the language the technician used, including Hinglish and Devanagari.
- On confirmation, creates a staged record via the standard auto-approval path and replies with the record id.
- Technicians complete the flow with no training beyond one demonstration.",EPIC-17,WhatsApp Field Agent,P0,8,S12,R3,Integrations,agent whatsapp,LS-173 LS-061 LS-070,LS-175 LS-176 LS-177
Story,LS-175,Voice-note transcription hook,"As a technician with oily hands, I want to send a voice note, so that reporting does not require typing.","- Voice media is fetched and sent to a pluggable transcription provider, then follows the identical text path.
- Transcription confidence feeds overall extraction confidence; low confidence routes to validation.
- Original audio is retained as provenance and is playable in the validation workbench.
- Transcription failure produces a helpful reply asking for a typed message, never silence.",EPIC-17,WhatsApp Field Agent,P1,5,S12,R3,Integrations,whatsapp,LS-174,
Story,LS-176,Recurrence callback on record creation,"As a technician, I want to be told when this failure has happened before, so that I know to escalate rather than just fix it again.","- On confirmation, a recurrence check runs against the machine and failure mode.
- A recurrence produces a plain-language note, for example that this is the fifth bearing replacement with a mean interval of 92 days.
- The responsible engineer is alerted through the routing rules in LS-159.
- The callback uses only deterministic counts and intervals, never generated numbers.",EPIC-17,WhatsApp Field Agent,P1,3,S12,R3,Integrations,whatsapp differentiator,LS-174 LS-150,
Story,LS-180,"Document ingestion for manuals, SOPs and past RCAs","As a reliability engineer, I want the plant's documents searchable alongside its records, so that answers draw on everything we know.","- Accepts PDF, DOCX and scanned documents, classified by type: manual, SOP, RCA, drawing.
- Documents are linked to machines, lines or the plant as a whole.
- Original files are stored immutably with the same provenance guarantees as import files.
- Ingestion runs as a pollable async job with per-document status.",EPIC-18,Plant Knowledge Base,P1,8,S12,R3,AI,knowledge-base upsell,LS-051 LS-053,LS-181 LS-184
Story,LS-181,Chunking and embedding with document-level provenance,"As the system, I need retrievable document chunks that remember where they came from, so that answers can cite a page rather than a file.","- Documents are chunked with configurable size and overlap, respecting section boundaries where detectable.
- Every chunk retains document id, page number and section heading.
- Chunks are embedded using the same provider and dimension as record embeddings.
- Re-ingesting a document version supersedes the old chunks without breaking existing citations.",EPIC-18,Plant Knowledge Base,P1,5,S12,R3,AI,knowledge-base,LS-180 LS-091,LS-182
Story,LS-147,Per-tenant production quality scorecard shown in-product,"As a customer, I want to see the system's own accuracy on my data, so that I can trust it because it is transparent, not because it is confident.","- Scorecard shows auto-approval rate, corrections per 100 records, queue burn-down time and resolver hit rate.
- Trends over time are visible, including the effect of each alias-mapping session.
- Visible to PLANT_ADMIN and above, and exportable for the customer's own reporting.
- Scores below the internal bar surface an explicit improvement action rather than being hidden.",EPIC-14,AI Evaluation & Quality Harness,P1,5,S13,R4,AI-Quality,eval trust gtm,LS-064 LS-086,
Story,LS-177,Per-technician phrasing memory,"As a frequent reporter, I want the system to learn how I write, so that it stops asking me the same clarifying questions.","- Per-technician vocabulary and phrasing patterns are stored in semantic memory.
- Learned phrasing reduces clarifying questions measurably over time.
- Learning is per plant and never shared across tenants.
- A technician can reset their learned profile; the reset is audited.",EPIC-17,WhatsApp Field Agent,P2,5,S13,R4,Integrations,whatsapp memory,LS-174 LS-116,
Story,LS-182,Unified retrieval across records and documents,"As a user, I want one search across history and manuals, so that I do not have to guess which source holds the answer.","- A single retrieval call returns fused results from both records and document chunks.
- Result type is clearly distinguished so the UI and the agent can treat them differently.
- Callers can restrict to records only, documents only, or both.
- Ranking is evaluated by an extension of the retrieval golden set.",EPIC-18,Plant Knowledge Base,P1,8,S13,R4,AI,knowledge-base,LS-181 LS-092,LS-183
Story,LS-183,Document-grounded answers with page-level citations,"As an engineer, I want manual-based answers cited to the page, so that I can verify a torque spec before acting on it.","- A search_documents tool is registered for the Copilot and the Scribe.
- Document-derived claims cite document, page and section.
- Document and record evidence are visually distinguished in the response schema.
- Manual-derived values are still subject to the numeric guardrail against the retrieved chunk text.",EPIC-18,Plant Knowledge Base,P1,5,S13,R4,AI,knowledge-base trust,LS-182 LS-124,LS-185
Story,LS-184,Access control for restricted documents,"As a plant admin, I want to restrict sensitive documents, so that commercial contracts are not retrievable by every technician.","- Documents carry a minimum role for retrieval, defaulting to the plant's standard visibility.
- Retrieval filters by the caller's role before ranking, so restricted content never reaches the model context.
- Restricted-document access attempts are audited.
- Covered by the role-matrix test suite.",EPIC-18,Plant Knowledge Base,P1,3,S13,R4,AI,knowledge-base security,LS-180 LS-024,
